filename,label,source,date
Js_2025050100.png,migratory_high|pacific_high,jma_manual,20250501
Js_2025050200.png,futatsudama_low|pacific_high,jma_manual,20250502
Js_2025050300.png,front_passage,jma_manual,20250503
Js_2025050400.png,japan_sea_low|front_passage,jma_manual,20250504
Js_2025050500.png,migratory_high|stationary_front,jma_manual,20250505
Js_2025050600.png,nankigan_low|front_passage,jma_manual,20250506
Js_2025050700.png,nankigan_low|migratory_high,jma_manual,20250507
Js_2025050800.png,migratory_high,jma_manual,20250508
Js_2025050900.png,migratory_high|front_passage,jma_manual,20250509
Js_2025051000.png,japan_sea_low|front_passage,jma_manual,20250510
Js_2025051100.png,unclassified,jma_manual,20250511
Js_2025051200.png,migratory_high,jma_manual,20250512
Js_2025051300.png,migratory_high,jma_manual,20250513
Js_2025051400.png,migratory_high|okhotsk_high,jma_manual,20250514
Js_2025051500.png,migratory_high|pacific_high,jma_manual,20250515
Js_2025051600.png,pacific_high|stationary_front,jma_manual,20250516
Js_2025051700.png,japan_sea_low|front_passage,jma_manual,20250517
Js_2025051800.png,front_passage|stationary_front,jma_manual,20250518
Js_2025051900.png,stationary_front,jma_manual,20250519
Js_2025052000.png,japan_sea_low|front_passage|stationary_front,jma_manual,20250520
Js_2025052100.png,stationary_front,jma_manual,20250521
Js_2025052200.png,nankigan_low|front_passage|stationary_front,jma_manual,20250522
Js_2025052300.png,nankigan_low|migratory_high|stationary_front,jma_manual,20250523
Js_2025052400.png,nankigan_low|migratory_high|front_passage,jma_manual,20250524
Js_2025052500.png,futatsudama_low,jma_manual,20250525
Js_2025052600.png,migratory_high,jma_manual,20250526
Js_2025052700.png,migratory_high,jma_manual,20250527
Js_2025052800.png,migratory_high,jma_manual,20250528
Js_2025052900.png,nankigan_low|migratory_high|stationary_front,jma_manual,20250529
Js_2025053000.png,nankigan_low|migratory_high|okhotsk_high,jma_manual,20250530
Js_2025053100.png,nankigan_low|okhotsk_high,jma_manual,20250531
Js_2025060100.png,nankigan_low|migratory_high|okhotsk_high,jma_manual,20250601
Js_2025060200.png,migratory_high|front_passage,jma_manual,20250602
Js_2025060300.png,nankigan_low|front_passage,jma_manual,20250603
Js_2025060400.png,nankigan_low|futatsudama_low,jma_manual,20250604
Js_2025060500.png,migratory_high,jma_manual,20250605
Js_2025060600.png,pacific_high|stationary_front,jma_manual,20250606
Js_2025060700.png,pacific_high|stationary_front,jma_manual,20250607
Js_2025060800.png,stationary_front,jma_manual,20250608
Js_2025060900.png,migratory_high|stationary_front,jma_manual,20250609
Js_2025061000.png,stationary_front|okhotsk_high,jma_manual,20250610
Js_2025061100.png,japan_sea_low|stationary_front,jma_manual,20250611
Js_2025061200.png,migratory_high|stationary_front|okhotsk_high,jma_manual,20250612
Js_2025061300.png,migratory_high|stationary_front,jma_manual,20250613
Js_2025061400.png,japan_sea_low|migratory_high|front_passage,jma_manual,20250614
Js_2025061500.png,japan_sea_low|front_passage,jma_manual,20250615
Js_2025061600.png,japan_sea_low|front_passage|stationary_front,jma_manual,20250616
Js_2025061700.png,japan_sea_low|pacific_high,jma_manual,20250617
Js_2025061800.png,pacific_high,jma_manual,20250618
Js_2025061900.png,migratory_high|pacific_high,jma_manual,20250619
Js_2025062000.png,migratory_high|pacific_high,jma_manual,20250620
Js_2025062100.png,japan_sea_low|pacific_high|stationary_front,jma_manual,20250621
Js_2025062200.png,stationary_front,jma_manual,20250622
Js_2025062300.png,stationary_front,jma_manual,20250623
Js_2025062400.png,typhoon|stationary_front,jma_manual,20250624
Js_2025062500.png,japan_sea_low|front_passage,jma_manual,20250625
Js_2025062600.png,japan_sea_low|front_passage,jma_manual,20250626
Js_2025062700.png,migratory_high|stationary_front,jma_manual,20250627
Js_2025062800.png,migratory_high,jma_manual,20250628
Js_2025062900.png,migratory_high,jma_manual,20250629
Js_2025063000.png,migratory_high,jma_manual,20250630
Js_2025070100.png,migratory_high,jma_manual,20250701
Js_2025070200.png,migratory_high|okhotsk_high,jma_manual,20250702
Js_2025070300.png,typhoon|migratory_high|pacific_high,jma_manual,20250703
Js_2025070400.png,typhoon|migratory_high|pacific_high,jma_manual,20250704
Js_2025070500.png,typhoon|migratory_high|pacific_high,jma_manual,20250705
Js_2025070600.png,typhoon,jma_manual,20250706
Js_2025070700.png,typhoon,jma_manual,20250707
Js_2025070800.png,migratory_high|stationary_front,jma_manual,20250708
Js_2025070900.png,stationary_front,jma_manual,20250709
Js_2025071000.png,stationary_front|okhotsk_high,jma_manual,20250710
Js_2025071100.png,stationary_front|okhotsk_high,jma_manual,20250711
Js_2025071200.png,migratory_high,jma_manual,20250712
Js_2025071300.png,typhoon,jma_manual,20250713
Js_2025071400.png,japan_sea_low|typhoon,jma_manual,20250714
Js_2025071500.png,japan_sea_low|stationary_front,jma_manual,20250715
Js_2025071600.png,japan_sea_low|stationary_front|okhotsk_high,jma_manual,20250716
Js_2025071700.png,pacific_high,jma_manual,20250717
Js_2025071800.png,pacific_high|stationary_front,jma_manual,20250718
Js_2025071900.png,pacific_high|stationary_front,jma_manual,20250719
Js_2025072000.png,pacific_high,jma_manual,20250720
Js_2025072100.png,pacific_high,jma_manual,20250721
Js_2025072200.png,pacific_high,jma_manual,20250722
Js_2025072300.png,migratory_high|pacific_high,jma_manual,20250723
Js_2025072400.png,typhoon|migratory_high|pacific_high,jma_manual,20250724
Js_2025072500.png,typhoon|migratory_high|pacific_high,jma_manual,20250725
Js_2025072600.png,migratory_high|pacific_high,jma_manual,20250726
Js_2025072700.png,migratory_high|pacific_high,jma_manual,20250727
Js_2025072800.png,typhoon,jma_manual,20250728
Js_2025072900.png,japan_sea_low|typhoon,jma_manual,20250729
Js_2025073000.png,typhoon,jma_manual,20250730
Js_2025073100.png,typhoon,jma_manual,20250731
Js_2025080100.png,typhoon,jma_manual,20250801
Js_2025080200.png,typhoon|migratory_high,jma_manual,20250802
Js_2025080300.png,typhoon|migratory_high,jma_manual,20250803
Js_2025080400.png,japan_sea_low|typhoon|okhotsk_high,jma_manual,20250804
Js_2025080500.png,japan_sea_low|front_passage,jma_manual,20250805
Js_2025080600.png,japan_sea_low|pacific_high|stationary_front,jma_manual,20250806
Js_2025080700.png,japan_sea_low|front_passage,jma_manual,20250807
Js_2025080800.png,stationary_front,jma_manual,20250808
Js_2025080900.png,stationary_front,jma_manual,20250809
Js_2025081000.png,stationary_front,jma_manual,20250810
Js_2025081100.png,stationary_front,jma_manual,20250811
Js_2025081200.png,japan_sea_low|stationary_front|okhotsk_high,jma_manual,20250812
Js_2025081300.png,migratory_high|pacific_high|stationary_front|okhotsk_high,jma_manual,20250813
Js_2025081400.png,japan_sea_low|migratory_high|okhotsk_high,jma_manual,20250814
Js_2025081500.png,migratory_high,jma_manual,20250815
Js_2025081600.png,unclassified,jma_manual,20250816
Js_2025081700.png,pacific_high|front_passage,jma_manual,20250817
Js_2025081800.png,migratory_high|pacific_high,jma_manual,20250818
Js_2025081900.png,japan_sea_low|pacific_high|front_passage,jma_manual,20250819
Js_2025082000.png,pacific_high|stationary_front,jma_manual,20250820
Js_2025082100.png,typhoon|front_passage,jma_manual,20250821
Js_2025082200.png,migratory_high|pacific_high,jma_manual,20250822
Js_2025082300.png,japan_sea_low|pacific_high|front_passage,jma_manual,20250823
Js_2025082400.png,pacific_high|front_passage|stationary_front|okhotsk_high,jma_manual,20250824
Js_2025082500.png,pacific_high|okhotsk_high,jma_manual,20250825
Js_2025082600.png,japan_sea_low|pacific_high|front_passage|okhotsk_high,jma_manual,20250826
Js_2025082700.png,japan_sea_low|pacific_high|front_passage,jma_manual,20250827
Js_2025082800.png,migratory_high|pacific_high,jma_manual,20250828
Js_2025082900.png,japan_sea_low|pacific_high|front_passage,jma_manual,20250829
Js_2025083000.png,pacific_high|front_passage|stationary_front,jma_manual,20250830
Js_2025083100.png,pacific_high|stationary_front|okhotsk_high,jma_manual,20250831
Js_2025090100.png,japan_sea_low|pacific_high,jma_manual,20250901
Js_2025090200.png,japan_sea_low|front_passage,jma_manual,20250902
Js_2025090300.png,front_passage,jma_manual,20250903
Js_2025090400.png,typhoon|okhotsk_high,jma_manual,20250904
Js_2025090500.png,typhoon,jma_manual,20250905
Js_2025090600.png,unclassified,jma_manual,20250906
Js_2025090700.png,japan_sea_low|pacific_high,jma_manual,20250907
Js_2025090800.png,stationary_front,jma_manual,20250908
Js_2025090900.png,stationary_front,jma_manual,20250909
Js_2025091000.png,stationary_front,jma_manual,20250910
Js_2025091100.png,stationary_front|okhotsk_high,jma_manual,20250911
Js_2025091200.png,stationary_front|okhotsk_high,jma_manual,20250912
Js_2025091300.png,japan_sea_low,jma_manual,20250913
Js_2025091400.png,stationary_front,jma_manual,20250914
Js_2025091500.png,stationary_front,jma_manual,20250915
Js_2025091600.png,migratory_high,jma_manual,20250916
Js_2025091700.png,front_passage,jma_manual,20250917
Js_2025091800.png,stationary_front,jma_manual,20250918
Js_2025091900.png,migratory_high,jma_manual,20250919
Js_2025092000.png,japan_sea_low,jma_manual,20250920
Js_2025092100.png,front_passage,jma_manual,20250921
Js_2025092200.png,migratory_high,jma_manual,20250922
Js_2025092300.png,migratory_high,jma_manual,20250923
Js_2025092400.png,migratory_high|okhotsk_high,jma_manual,20250924
Js_2025092500.png,japan_sea_low|migratory_high,jma_manual,20250925
Js_2025092600.png,stationary_front,jma_manual,20250926
Js_2025092700.png,stationary_front,jma_manual,20250927
Js_2025092800.png,japan_sea_low|migratory_high,jma_manual,20250928
Js_2025092900.png,front_passage,jma_manual,20250929
Js_2025093000.png,migratory_high,jma_manual,20250930
Js_2025100100.png,stationary_front,jma_manual,20251001
Js_2025100200.png,migratory_high,jma_manual,20251002
Js_2025100300.png,migratory_high,jma_manual,20251003
Js_2025100400.png,japan_sea_low|migratory_high,jma_manual,20251004
Js_2025100500.png,front_passage,jma_manual,20251005
Js_2025100600.png,migratory_high,jma_manual,20251006
Js_2025100700.png,typhoon,jma_manual,20251007
Js_2025100800.png,typhoon,jma_manual,20251008
Js_2025100900.png,typhoon,jma_manual,20251009
Js_2025101000.png,migratory_high,jma_manual,20251010
Js_2025101100.png,migratory_high,jma_manual,20251011
