filename,answer
Js_2025071012.png,yes
Js_2023112712.png,no
Js_2024053012.png,no
Js_2025020100.png,no
Js_2023112212.png,no
Js_2023091400.png,no
Js_2023010200.png,no
Js_2025011500.png,no
Js_2026010700.png,no
Js_2024030512.png,no
Js_2026041300.png,no
Js_2023122400.png,no
Js_2025112800.png,no
Js_2023061812.png,no
Js_2025011400.png,no
Js_2025100212.png,yes
Js_2025032012.png,no
Js_2024123112.png,no
Js_2023080712.png,yes
Js_2026020700.png,no
Js_2024063000.png,no
Js_2024102200.png,no
Js_2025081312.png,yes
Js_2023091300.png,no
Js_2025120500.png,no
Js_2024052600.png,no
Js_2024010912.png,no
Js_2026011500.png,no
Js_2023101600.png,no
Js_2026042400.png,no
Js_2023111512.png,no
Js_2025070712.png,no
Js_2023052012.png,yes
Js_2025081212.png,yes
Js_2023031600.png,no
Js_2025010812.png,no
Js_2026010712.png,no
Js_2025010312.png,no
Js_2024100112.png,no
Js_2025110500.png,no
Js_2025080200.png,no
Js_2023082912.png,yes
Js_2025052112.png,no
Js_2025062600.png,no
Js_2024012012.png,no
Js_2025122600.png,no
Js_2024060212.png,yes
Js_2025030600.png,no
Js_2026030912.png,no
Js_2024101712.png,no
Js_2025041812.png,no
Js_2024112300.png,no
Js_2025033100.png,no
Js_2024061712.png,no
Js_2025100112.png,no
Js_2026011412.png,no
Js_2024091012.png,no
Js_2025013112.png,no
Js_2024072812.png,no
Js_2024070312.png,no
Js_2024082512.png,yes
Js_2023050112.png,no
Js_2024093000.png,no
Js_2026021012.png,no
Js_2025091200.png,yes
Js_2023110812.png,no
Js_2024041312.png,no
Js_2024011100.png,no
Js_2023031100.png,no
Js_2023092612.png,yes
Js_2024071112.png,no
Js_2025082712.png,no
Js_2023071912.png,yes
Js_2023022000.png,no
Js_2023082100.png,no
Js_2025082312.png,no
Js_2024121112.png,no
Js_2025101800.png,no
Js_2026010512.png,no
Js_2025021712.png,no
Js_2025061312.png,no
Js_2024110400.png,yes
Js_2023050100.png,no
Js_2025040400.png,no
Js_2026031800.png,no
Js_2025080412.png,no
Js_2024112712.png,no
Js_2025102700.png,no
Js_2026011312.png,no
Js_2024031000.png,no
Js_2023071100.png,no
Js_2023022312.png,no
Js_2023030900.png,yes
Js_2025101212.png,no
Js_2024030700.png,no
Js_2025122912.png,no
Js_2023080800.png,no
Js_2025062012.png,no
Js_2024102712.png,no
Js_2025080212.png,no
Js_2026031112.png,no
Js_2025061400.png,no
Js_2026012812.png,no
Js_2023060500.png,no
Js_2025082000.png,no
Js_2025101012.png,no
Js_2025082012.png,no
Js_2024090300.png,no
Js_2023100200.png,no
Js_2025112700.png,no
Js_2024041500.png,unsure
Js_2025060912.png,no
Js_2023081000.png,no
Js_2023121300.png,no
Js_2025031700.png,no
Js_2024110612.png,no
Js_2023111912.png,no
Js_2024060300.png,no
Js_2025010112.png,no
Js_2026041312.png,no
Js_2023022212.png,no
Js_2025102100.png,no
Js_2025010700.png,no
Js_2025123012.png,no
Js_2024062900.png,no
Js_2024081100.png,no
Js_2024033112.png,no
Js_2025031400.png,no
Js_2025030200.png,no
Js_2025012312.png,no
Js_2023112300.png,no
Js_2025100712.png,no
Js_2025052412.png,no
Js_2023071512.png,no
Js_2024081312.png,no
Js_2023012212.png,no
Js_2024071712.png,no
Js_2023012700.png,no
Js_2023062600.png,no
Js_2023120600.png,no
Js_2023063000.png,no
Js_2023041912.png,no
Js_2025081912.png,no
Js_2025121912.png,no
Js_2023071300.png,no
Js_2024102912.png,no
Js_2025080900.png,no
Js_2023102000.png,no
Js_2023042500.png,no
Js_2024092912.png,yes
Js_2025061912.png,no
Js_2023010900.png,no
Js_2023052112.png,no
Js_2023022112.png,no
Js_2024082600.png,no
Js_2023060200.png,no
Js_2025013100.png,no
Js_2024082712.png,no
Js_2024012212.png,no
Js_2025102412.png,yes
Js_2023092400.png,no
Js_2025062812.png,no
Js_2025040300.png,no
Js_2025070412.png,no
Js_2024041100.png,no
Js_2024122412.png,no
Js_2023030800.png,no
Js_2026010800.png,no
Js_2023032200.png,no
Js_2024050200.png,no
Js_2023050800.png,no
Js_2024011800.png,no
Js_2024100812.png,no
Js_2026021812.png,no
Js_2026020400.png,no
Js_2023072312.png,no
Js_2025121600.png,no
Js_2024022100.png,no
Js_2026020812.png,no
Js_2024100212.png,no
Js_2024062100.png,no
Js_2023061900.png,no
Js_2023050212.png,no
Js_2023081512.png,no
Js_2023052312.png,yes
Js_2026021212.png,no
Js_2023061112.png,no
Js_2026042412.png,no
Js_2023040412.png,no
Js_2024103000.png,no
Js_2025020112.png,no
Js_2023030300.png,no
Js_2023051100.png,no
Js_2023112812.png,no
Js_2023070500.png,no
Js_2024051212.png,no
Js_2025020200.png,no
Js_2024071012.png,no
Js_2025120512.png,no
Js_2024102812.png,no
