filename,answer
Js_2023030900.png,yes
Js_2023040112.png,yes
Js_2023040200.png,yes
Js_2023040212.png,yes
Js_2023040300.png,yes
Js_2023050300.png,yes
Js_2023050712.png,yes
Js_2023051912.png,yes
Js_2023052000.png,yes
Js_2023052012.png,yes
Js_2023052100.png,no
Js_2023052300.png,yes
Js_2023052312.png,yes
Js_2023052400.png,yes
Js_2023060812.png,yes
Js_2023060900.png,yes
Js_2023060912.png,no
Js_2023061112.png,no
Js_2023062212.png,yes
Js_2023062300.png,no
Js_2023062312.png,yes
Js_2023062400.png,yes
Js_2023062412.png,yes
Js_2023062500.png,yes
Js_2023062512.png,no
Js_2023071112.png,yes
Js_2023071200.png,no
Js_2023071612.png,yes
Js_2023071700.png,yes
Js_2023071712.png,yes
Js_2023071800.png,yes
Js_2023071812.png,yes
Js_2023071900.png,yes
Js_2023071912.png,yes
Js_2023072100.png,yes
Js_2023072112.png,yes
Js_2023072200.png,yes
Js_2023072512.png,yes
Js_2023072600.png,yes
Js_2023072612.png,yes
Js_2023072812.png,yes
Js_2023072900.png,yes
Js_2023080700.png,yes
Js_2023080712.png,yes
Js_2023080800.png,no
Js_2023081000.png,yes
Js_2023081012.png,no
Js_2023081100.png,no
Js_2023081112.png,yes
Js_2023081200.png,yes
Js_2023081212.png,yes
Js_2023081300.png,yes
Js_2023081312.png,yes
Js_2023081400.png,yes
Js_2023081412.png,yes
Js_2023081500.png,yes
Js_2023081512.png,no
Js_2023081900.png,yes
Js_2023081912.png,yes
Js_2023082112.png,yes
Js_2023082200.png,yes
Js_2023082212.png,yes
Js_2023082900.png,yes
Js_2023082912.png,yes
Js_2023083000.png,yes
Js_2023083012.png,yes
Js_2023083100.png,no
Js_2023090400.png,yes
Js_2023090412.png,yes
Js_2023091812.png,yes
Js_2023092100.png,yes
Js_2023092212.png,yes
Js_2023092412.png,yes
Js_2023092500.png,yes
Js_2023092512.png,yes
Js_2023092612.png,yes
Js_2023092700.png,yes
Js_2023092712.png,yes
Js_2023092800.png,yes
Js_2024010400.png,yes
Js_2024022512.png,yes
Js_2024022600.png,yes
Js_2024041412.png,yes
Js_2024041500.png,yes
Js_2024041512.png,yes
Js_2024042212.png,yes
Js_2024042300.png,yes
Js_2024042312.png,yes
Js_2024042400.png,yes
Js_2024042912.png,yes
Js_2024050412.png,yes
Js_2024050900.png,yes
Js_2024050912.png,yes
Js_2024053100.png,yes
Js_2024053112.png,yes
Js_2024060100.png,yes
Js_2024060112.png,yes
Js_2024060200.png,yes
Js_2024060212.png,yes
Js_2024060300.png,yes
Js_2024061412.png,yes
Js_2024061500.png,yes
Js_2024071400.png,yes
Js_2024071800.png,yes
Js_2024071812.png,yes
Js_2024072600.png,yes
Js_2024072612.png,yes
Js_2024072700.png,yes
Js_2024080300.png,yes
Js_2024080312.png,yes
Js_2024080500.png,yes
Js_2024080512.png,yes
Js_2024081000.png,yes
Js_2024081012.png,yes
Js_2024081100.png,yes
Js_2024081600.png,yes
Js_2024081612.png,yes
Js_2024081700.png,yes
Js_2024081912.png,yes
Js_2024082000.png,yes
Js_2024082012.png,yes
Js_2024082100.png,yes
Js_2024082500.png,yes
Js_2024082512.png,yes
Js_2024082900.png,yes
Js_2024090312.png,yes
Js_2024090400.png,yes
Js_2024090912.png,yes
Js_2024091400.png,yes
Js_2024092200.png,yes
Js_2024092212.png,yes
Js_2024092300.png,yes
Js_2024092312.png,yes
Js_2024092400.png,yes
Js_2024092412.png,yes
Js_2024092500.png,yes
Js_2024092812.png,yes
Js_2024092900.png,yes
Js_2024092912.png,yes
Js_2024093000.png,yes
Js_2024110400.png,yes
Js_2025040112.png,yes
Js_2025040200.png,yes
Js_2025041212.png,yes
Js_2025041300.png,yes
Js_2025041312.png,yes
Js_2025041400.png,yes
Js_2025041412.png,no
Js_2025041800.png,yes
Js_2025042112.png,yes
Js_2025042200.png,yes
Js_2025042400.png,yes
Js_2025042412.png,yes
Js_2025042800.png,yes
Js_2025042812.png,yes
Js_2025051312.png,yes
Js_2025051400.png,yes
Js_2025051412.png,yes
Js_2025053000.png,yes
Js_2025053012.png,yes
Js_2025053100.png,yes
Js_2025053112.png,yes
Js_2025060100.png,yes
Js_2025061000.png,yes
Js_2025061200.png,yes
Js_2025070112.png,yes
Js_2025070200.png,yes
Js_2025070912.png,yes
Js_2025071000.png,yes
Js_2025071012.png,yes
Js_2025071100.png,yes
Js_2025071112.png,yes
Js_2025071600.png,yes
Js_2025080312.png,yes
Js_2025080400.png,yes
Js_2025080412.png,no
Js_2025081200.png,yes
Js_2025081212.png,yes
Js_2025081300.png,yes
Js_2025081312.png,yes
Js_2025081400.png,yes
Js_2025082212.png,yes
Js_2025082312.png,no
Js_2025082400.png,yes
Js_2025082412.png,yes
Js_2025082500.png,yes
Js_2025082512.png,yes
Js_2025082600.png,yes
Js_2025083012.png,yes
Js_2025083100.png,yes
Js_2025083112.png,yes
Js_2025090400.png,yes
Js_2025091012.png,yes
Js_2025091100.png,yes
Js_2025091112.png,yes
Js_2025091200.png,yes
Js_2025091212.png,yes
Js_2025092312.png,yes
Js_2025092400.png,yes
Js_2025092412.png,yes
Js_2025100212.png,yes
Js_2025102412.png,yes
Js_2026040512.png,yes
Js_2026040600.png,yes
Js_2026040612.png,yes
Js_2026041000.png,yes
Js_2026041512.png,yes
Js_2026041600.png,yes
Js_2026041612.png,yes
Js_2026041912.png,yes
Js_2026042000.png,yes
Js_2026042312.png,yes
Js_2026042412.png,yes
