filename,answer
Js_2023040100.png,no
Js_2023040112.png,yes
Js_2023040200.png,yes
Js_2023040212.png,yes
Js_2023040300.png,yes
Js_2023040312.png,no
Js_2023040400.png,no
Js_2023040412.png,no
Js_2023040500.png,no
Js_2023040512.png,no
Js_2023040600.png,no
Js_2023040612.png,no
Js_2023040700.png,no
Js_2023040712.png,no
Js_2023040800.png,no
Js_2023040812.png,no
Js_2023040900.png,no
Js_2023040912.png,no
Js_2023041000.png,no
Js_2023041012.png,no
Js_2023041100.png,no
Js_2023041112.png,no
Js_2023041200.png,no
Js_2023041212.png,no
Js_2023041300.png,no
Js_2023041312.png,no
Js_2023041400.png,no
Js_2023041412.png,no
Js_2023041500.png,no
Js_2023041512.png,no
Js_2023041600.png,no
Js_2023041612.png,no
Js_2023041700.png,no
Js_2023041712.png,no
Js_2023041800.png,no
Js_2023041812.png,no
Js_2023041900.png,no
Js_2023041912.png,no
Js_2023042000.png,no
Js_2023042012.png,no
Js_2023042100.png,no
Js_2023042112.png,no
Js_2023042200.png,no
Js_2023042212.png,no
Js_2023042300.png,no
Js_2023042312.png,no
Js_2023042400.png,no
Js_2023042412.png,no
Js_2023042500.png,no
Js_2023042512.png,no
Js_2023042600.png,no
Js_2023042612.png,no
Js_2023042700.png,no
Js_2023042712.png,no
Js_2023042800.png,no
Js_2023042812.png,no
Js_2023042900.png,no
Js_2023042912.png,no
Js_2023043000.png,no
Js_2023043012.png,no
Js_2023050100.png,no
Js_2023050112.png,no
Js_2023050200.png,no
Js_2023050212.png,no
Js_2023050300.png,yes
Js_2023050312.png,no
Js_2023050400.png,no
Js_2023050412.png,no
Js_2023050500.png,no
Js_2023050512.png,no
Js_2023050600.png,no
Js_2023050612.png,no
Js_2023050700.png,no
Js_2023050712.png,yes
Js_2023050800.png,no
Js_2023050812.png,no
Js_2023050900.png,no
Js_2023050912.png,no
Js_2023051000.png,no
Js_2023051012.png,no
Js_2023051100.png,no
Js_2023051112.png,no
Js_2023051200.png,no
Js_2023051212.png,no
Js_2023051300.png,no
Js_2023051312.png,no
Js_2023051400.png,no
Js_2023051412.png,no
Js_2023051500.png,no
Js_2023051512.png,no
Js_2023051600.png,no
Js_2023051612.png,no
Js_2023051700.png,no
Js_2023051712.png,no
Js_2023051800.png,no
Js_2023051812.png,no
Js_2023051900.png,no
Js_2023051912.png,yes
Js_2023052000.png,yes
Js_2023052012.png,yes
Js_2023052100.png,yes
Js_2023052112.png,no
Js_2023052200.png,no
Js_2023052212.png,no
Js_2023052300.png,yes
Js_2023052312.png,yes
Js_2023052400.png,yes
Js_2023052412.png,no
Js_2023052500.png,no
Js_2023052512.png,no
Js_2023052600.png,no
Js_2023052612.png,no
Js_2023052700.png,no
Js_2023052712.png,no
Js_2023052800.png,no
Js_2023052812.png,no
Js_2023052900.png,no
Js_2023052912.png,no
Js_2023053000.png,no
Js_2023053012.png,no
Js_2023053100.png,no
Js_2023053112.png,no
Js_2023060100.png,no
Js_2023060112.png,no
Js_2023060200.png,no
Js_2023060212.png,no
Js_2023060300.png,no
Js_2023060312.png,no
Js_2023060400.png,no
Js_2023060412.png,no
Js_2023060500.png,no
Js_2023060512.png,no
Js_2023060600.png,no
Js_2023060612.png,no
Js_2023060700.png,no
Js_2023060712.png,no
Js_2023060800.png,unsure
Js_2023060812.png,yes
Js_2023060900.png,yes
Js_2023060912.png,yes
Js_2023061000.png,no
Js_2023061012.png,no
Js_2023061100.png,no
Js_2023061112.png,yes
Js_2023061200.png,no
Js_2023061212.png,no
Js_2023061300.png,no
Js_2023061312.png,no
Js_2023061400.png,no
Js_2023061412.png,no
Js_2023061500.png,no
Js_2023061512.png,no
Js_2023061600.png,no
Js_2023061612.png,no
Js_2023061700.png,no
Js_2023061712.png,no
Js_2023061800.png,no
Js_2023061812.png,no
Js_2023061900.png,no
Js_2023061912.png,no
